No.,Company,Area,Sub Area,Reportor,Contractor,Type of finding,Topic,Details,Corrective Action,Issue Date,Due Date,Status
524,MOC,Olefins2,E-S002,Orachun S.,TNE,Unsafe Action,Work at height,ใช้บันไดนั่งร้านพาดเพื่อปีนขึ้นไปหุ้ม Insulation,,3/29/2021,3/29/2021,Closed
525,MOC,Olefins2,-,Orachun S.,TTCL,Unsafe Action,PPE,คนเฝ้าเครื่อง Generator ไม่ได้สวมแว่นตา,,3/29/2021,3/29/2021,Closed
526,MOC,COLD,T-640,Tatsanai P.,WTM,Unsafe Condition,Work Procedure,ใช้ Lifting Bar (ไม่มี Sticker inspected) ยกอุปกรณ์นั่งร้าน,,3/29/2021,3/29/2021,Closed
527,MOC,Olefins2,H-S120A,Tiwa A.,RNC,Unsafe Condition,Insulation,ไม่มีผ้าใบรองงานรื้อ Insulation,,3/30/2021,3/30/2021,Closed
528,MOC,Olefins2,H-S120A,Tiwa A.,RNC,Unsafe Condition,Work at height,ไม่มีเชือกคล้องเกี่ยวอุปกรณ์ (ไม่ครบถ้วน),,3/30/2021,3/31/2021,Closed
529,MOC,Olefins2,H-S120A,Orachun S.,RNC,Unsafe Condition,Installation/ Alignment,งานติดตั้ง Support Nut ไม่มีตะกร้าใส่อุปกรณ์,,3/30/2021,3/31/2021,Closed
530,MOC,Olefins2,H-S120A,Tiwa A.,RNC,Unsafe Condition,Lifting,ไม่มีผ้ารองสลิงผ้าใบกันบาด,,3/30/2021,3/30/2021,Closed
531,MOC,Olefins2,H-S120A,Tiwa A.,RNC,Unsafe Condition,Work at height,น็อตวางทิ้งไว้บน Grating,,3/30/2021,3/30/2021,Closed
532,MOC,UT,STR-3300,Tiwa A.,MYC,Unsafe Action,PTW & JSA,"JSA งาน HWI ไม่ครอบคลุมเรื่องการป้องกันไฟฟ้าดูด, ช็อตการติดตั้ง ELCB",,3/30/2021,3/30/2021,Closed
533,MOC,UT,STR-3300,Tiwa A.,MYC,Unsafe Condition,Electrical & Grounding,Generator ไม่มีถาดรอง,,3/30/2021,3/30/2021,Closed
534,MOC,Olefins2,D-S2011,Nakarin S.,PSA,Unsafe Action,Paint/ Coat/ Blast,ผู้ปฏิบัติงานทาสีไม่สวมใส่หน้ากาก R95,,3/30/2021,3/30/2021,Closed
535,MOC,Olefins2,PR-21,Nakarin S.,PSA,Unsafe Action,Work Procedure,ใช้ไฟฟ้าจากตู้ Panel OSBL เพื่อทำงานตัด เชื่อม เจียร Safety Guard ด้านใน ISBL ,,3/31/2021,3/31/2021,Stop Work
536,MOC,OCU,-,Tatsanai P.,WTM,Unsafe Action,Work at height,ไม่มีเชือกคล้องเกี่ยวอุปกรณ์,,3/31/2021,3/31/2021,Closed
537,MOC,Olefins2,P1,Nakarin S.,ATI-LT,Unsafe Action,SL Performance,งานติดตั้งนั่งร้าน SL ไม่อยู่ที่หน้างาน (OLE2-LC-011),,4/1/2021,4/1/2021,Stop Work
538,MOC,Olefins2,Cold Box,Nakarin S.,WTM,Unsafe Condition,Housekeeping,อุปกรณ์นั่งร้านกีดขวางทางเดิน,,4/1/2021,4/8/2021,Closed
539,MOC,UT,PT-3300B,Tiwa A.,REPCO (MES),Unsafe Condition,Work at height,ไม่มีภาชนะใส่อุปกรณ์,,4/1/2021,4/1/2021,Closed
540,MOC,HOT,H-100B,Thongmai U.,RNC,Unsafe Condition,Work at height,ยืนส่งอุปกรณ์นั่งร้านในจุดที่ไม่มั่นคง,,4/1/2021,4/1/2021,Closed
541,MOC,Olefins2,H-S120A,Orachun S.,RNC,Unsafe Condition,Safety Management,Fire Watch ที่อยู่ชั้นล่าง ไม่สามารถติดต่อกับผู้ปฏิบัติงานที่อยู่ชั้นบนได้,,4/1/2021,4/1/2021,Closed
542,MOC,Olefins2,H-S120A,Orachun S.,REPCO (PdM),Unsafe Action,Work Procedure,งาน Inspection บัตร SL หมดอายุ,,4/1/2021,4/1/2021,Closed
543,MOC,Olefins2,H-S120A,Orachun S.,SIWA,Unsafe Action,PTW & JSA,ใช้ Glycerine ในขั้นตอนการ Inspection แต่ไม่ได้ประเมินความเสี่ยงใน JSA,,4/1/2021,4/1/2021,Closed
544,MOC,Olefins2,H-S120A,Orachun S.,RNC,Unsafe Condition,Housekeeping,วางเศษอลูมิเนียมไม่เป็นระเบียบ,,4/1/2021,4/1/2021,Closed
545,MOC,UT,X-3300A,SWP Audit,KEC,Unsafe Action,CSE,งานถอดประกอบ Aerator มีการประเมินความเสี่ยงไม่ครอบคลุม,,4/1/2021,4/1/2021,Closed
546,MOC,Olefins2,H-S120A,Orachun S.,RNC,Unsafe Condition,Tools & Equipment,Safety Sling ไม่ได้พันเทป double protection,,4/2/2021,4/2/2021,Closed
547,MOC,Olefins2,H-S120A,Orachun S.,RNC,Unsafe Condition,Hot Work,Hot Box งานเชื่อม ไม่มีถังดับเพลิงประจำจุดปฏิบัติงาน,,4/2/2021,4/2/2021,Closed
548,MOC,Olefins2,H-S120A,Orachun S.,RNC,Unsafe Condition,Hot Work,ถุงพลาสติกใส่ Insulation อยู่ใกล้บริเวณที่มีการทำงานตัด เชื่อม เจียร,,4/2/2021,4/2/2021,Closed
549,MOC,Olefins2,H-S120A,Orachun S.,RNC,Unsafe Action,Hot Work,ไม่มีเครื่องวัดแก๊ส Stand by ที่หน้างาน (พบช่วงเตรียมงาน),,4/3/2021,4/3/2021,Closed
550,MOC,Olefins2,H-S120A,Orachun S.,RNC,Unsafe Condition,CSE,สายไฟที่พาด Access door เข้าไปใช้ใน CSE ไม่มีผ้ารองกันบาด,,4/3/2021,4/3/2021,Closed
551,MOC,Olefins2,H-S120A,Orachun S.,RNC,Unsafe Action,Insulation,ไม่สวมใส่ Goggle ขณะปฏิบัติงาน,,4/3/2021,4/3/2021,Closed
552,MOC,Olefins2,H-S120A,Orachun S.,RNC,Unsafe Condition,Electrical & Grounding,สายไฟวางกีดขวางทางเข้า-ออก Hot Box,,4/3/2021,4/3/2021,Closed
553,MOC,Olefins2,H-S120A,Nakarin S.,RNC,HNM,Chemical Work,"งาน Clean STR มีการ fill up, drain oil จาก P-S229 ลงถัง 200 L จนล้นออกมานอกถังประมาณ 20 L",,4/3/2021,4/3/2021,Closed
554,MOC,HOT,H-100H,Thongmai U.,KAEFER,Unsafe Action,Scaffolding,แกะลวดที่ผูกมัดแผ่น plate รองขานั่งร้านออกก่อนรื้อนั่งร้านและวางหมิ่นเสี่ยงตกจากที่สูง,,4/3/2021,4/3/2021,Closed
555,MOC,Olefins2,H-S120A,Safety REPCO,RNC,Unsafe Action,Housekeeping,วางชุด Normax บน Fire hose box ,,4/4/2021,4/4/2021,Closed
556,MOC,Olefins2,PR-24,Orachun S.,TTCL,Unsafe Condition,Scaffolding,Mobile scaffolding Tag inspect ไม่ได้ update และมีสภาพไม่พร้อมใช้งาน,,4/7/2021,4/7/2021,Closed
557,MOC,TFU,Fire Pump,Phasit P.,PROTECH,Unsafe Condition,Hot Work,ขนาดของป้าย งาน HW I ไม่เป็นไปตามข้อกำหนด,,4/8/2021,4/8/2021,Closed
558,MOC,TFU,Fire Pump,Phasit P.,MOC (Safety),Unsafe Condition,Tools & Equipment,"ป้ายแสดงจุดวางถังดับเพลิงชำรุด ซีดจาง, จุดวางถังดับเพลิงไม่เหมาะสม น้ำขัง",,4/8/2021,4/22/2021,Closed
559,MOC,HOT,H-100A,Thongmai U.,RNC,Unsafe Action,Lifting,ผู้ปฏิบัติงานด้านล่างอยู่ใน Line of fire ขณะเครนยกขนย้ายอุปกรณ์นั่งร้านลงจากชั้น 7,,4/8/2021,4/8/2021,Closed
560,MOC,UT,Demine,Tiwa A.,MOC (OPE),Unsafe Condition,Others,ฝาคอนกรีตปิดรางระบายน้ำชำรุด,,4/9/2021,4/23/2021,Closed
561,MOC,Olefins2,PR-11,Orachun S.,TTCL,Unsafe Action,Paint/ Coat/ Blast,งานทาสีไม่มีถังดับเพลิง Stand by,,4/9/2021,4/9/2021,Closed
562,MOC,Olefins2,PR-21,Orachun S.,TNE,Unsafe Action,Housekeeping,แขวนถุงขยะไว้กับ Valve น้ำดับเพลิง,,4/9/2021,4/9/2021,Closed
563,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Action,Scaffolding,ใช้ประแจหางหนูเคาะตัดลวด ในงานติดตั้งนั่งร้าน,,4/14/2021,4/14/2021,Closed
564,MOC,HOT,H-100D,Thongmai U.,ST,Unsafe Action,Installation/ Alignment,ผู้ปฏิบัติงานเปลี่ยน Packing ลืมสวมใส่ Face Shield ป้องกัน Steam,,4/14/2021,4/14/2021,Closed
565,MOC,Olefins2,C-S440A,Tiwa A.,REPCO (MES),Unsafe Action,Installation/ Alignment,งาน Overhual ทีมงานใช้ประแจไม่มีเชือกผูกมัดอุปกรณ์ป้องกัน Drop object,,4/15/2021,4/15/2021,Closed
566,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Condition,Electrical & Grounding,ไม่ได้ Update และไม่ได้ลงข้อมูลตรวจสอบ Checklist ของตู้ Panel,,4/15/2021,4/16/2021,Closed
567,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Condition,Electrical & Grounding,ต่อสาย Ground  ร่วมกับ Ground ของ Plant,,4/15/2021,4/16/2021,Closed
568,MOC,Olefins2,C-S440A,Tiwa A.,TTCL,Unsafe Condition,Tools & Equipment,บันไดสภาพชำรุดและยังไม่ได้ inspect ก่อนนำมาใช้งาน (พบก่อนเริ่มงาน),,4/16/2021,4/16/2021,Closed
569,MOC,Olefins2,H-100E,Thongmai U.,RNC,Unsafe Condition,Scaffolding,จุดปฏิบัติงานตั้งนั่งร้านอยู่ใกล้ปุ่ม Switch ESD,,4/16/2021,4/16/2021,Closed
570,MOC,HOT,H-100D,Thongmai U.,HDS,HNM,Water jet,งาน Water jet TLE tube Hose สบัด,,4/17/2021,4/17/2021,Closed
571,MOC,HOT,H-100D,Thongmai U.,HDS,HNM,Transportation,ขณะประกอบหัวลากเข้ากับตู้คอนเทนเนอร์ ขาตั้งตู้พับ ทำให้ทรุดเอียง,,4/19/2021,4/19/2021,Stop Work
572,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Action,Hot Work,ผู้ฏิบัติงานไม่ได้สวมใส่ Face shield สวมเพียงแว่นตา เสี่ยงต่อสะเก็ดไฟหรือได้รับความร้อนจากหัวเผา,,4/19/2021,4/19/2021,Closed
573,MOC,ARU,Z-800,SWP Audit,ACE,Unsafe Condition,Work at height,Safety Harness ไม่ได้ตรวจสภาพเดือนเมษายน,,4/20/2021,4/20/2021,Closed
574,MOC,ARU,PSV-8806,SWP Audit,MOC (OPE),Unsafe Condition,LOTO/ LB,ไม่ได้ Lock open valve,,4/20/2021,4/21/2021,Closed
575,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Condition,Work at height,จุุดวางตู้ Panel  ชั้นล่าง ไม่มี Safety net ป้องกันของตกจากชั้นบนที่มีการปฏิบัติงาน,,4/20/2021,4/20/2021,Closed
576,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Condition,Housekeeping,ลังเครื่องมือและผ้าใบคลุม กีดขวางพื้นที่ปฏิบัติงาน,,4/20/2021,4/20/2021,Closed
577,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Condition,Hot Work,ไม่มีเทปพัน safety sling กันสะบัดที่คล้องจุด connect line ,,4/20/2021,4/20/2021,Closed
578,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Action,Housekeeping,ผู้ปฏิบัติงานจอดจักรยานกีดขวาง Hose Box/ Fire hydrant,,4/20/2021,4/20/2021,Closed
579,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Action,Tools & Equipment,ใช้ Cutter ธรรมดาตัดกระดาษ,,4/22/2021,4/22/2021,Closed
580,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Action,Hot Work,Weld coil โดยไม่สวมใส่ Face shield ,,4/22/2021,4/22/2021,Closed
581,MOC,HOT,"H-100E
(E-235)",Orachun S.,MOC (OPE),Unsafe Condition,Pressure test,ไม่มีการปิดล้อมพื้นที่ จุดที่พบ Steam tracing leak,,4/21/2021,4/21/2021,Closed
582,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Condition,Electrical & Grounding,เดินสายไฟวางพาดกับ Handrail โดยตรง โดยไม่มีฉนวน,,4/23/2021,4/23/2021,Closed
583,MOC,ARU,"T-880
",Tatsanai P.,MOC (OPE),Unsafe Condition,Water jet,เครื่อง Water jet ยังไม่มีการตรวจสภาพเป็นปัจจุบัน,,4/23/2021,4/30/2021,Closed
584,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Condition,Hot Work,มีเศษพลาสติกและใช้ผ้าใบกันลมปิดกั้นพื้นที่ งานเชื่อม Coil ใน Fire Box,,4/24/2021,4/24/2021,Closed
585,MOC,HOT,E-365B,Thongmai U.,TSP,Unsafe Condition,Water jet,จุดคล้องเกี่ยว Safety sling ที่ใช้ในงาน Water jet ไม่มั่นคง,แจ้ง Job owner ให้แจ้งผรม.เปลี่ยนจุดที่คล้องเกี่ยว Safety slingใหม่ไปยังจุดที่มั่นคงแข็งแรง,4/27/2021,4/27/2021,Closed
586,MOC,HOT,H-120R,Orachun S.,USA Service,Unsafe Action,Lifting,ผู้ปฏิบัติงานนั่งขอบกระบะรถเฮี้ยบขณะมีงานยก Valve ขึ้นด้านหลัง H-100D ,เข้าไปพูดคุยทำความเข้าใจและแจ้งให้ลงจากหลังกระบะ,4/27/2021,4/27/2021,Closed
587,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Action,Insulation,เปิด plate เพื่อลงไปปฏิบัติงานบนหลังคาเตา และไม่ได้ปิดกลับ ปล่อยเป็นช่องเปิดทิ้งไว้ไม่มี Barricade และป้ายเตือน (SL ไม่ทราบเรื่อง),แจ้้งให้ปิด plate กลับและตักเตือนด้วยวาจา,4/28/2021,4/28/2021,Closed
588,MOC,HOT,H-100D,Thongmai U.,RNC,Unsafe Condition,Scaffolding,ยืนสุ่งอุปกรณ์นั่งร้านบนบันไดลิง,แนะนำให้เปลี่ยนจุดปฏิบัติงาน โดยยืนบน Platform แทน,4/30/2021,4/30/2021,Closed
589,MOC,HOT,E-365B,Thongmai U.,TSP,Unsafe Action,Pressure test,ผู้ปฏิบัติงานไม่สวมใส่ถุงมือ และแว่นตาขณะทำ Hydrotest,แจ้ง Safety L1 ให้ตักเตือนผู้ปฏิบัติงานและเน้นย้ำให้ตรวจสอบความพร้อมก่อนเริ่มงานทุกครั้ง,4/30/2021,4/30/2021,Closed
