FindingNo,Area,SubArea,Contractor,TypeOfFinding,Topic,Finding,Frequency,CleansingFinding,TranslateFinding
555,HDPE2,-,-,Unsafe Condition,Water jet,ตรวจพบชิ้นส่วนของอุปกรณ์ป้องกันการตกมีสภาพไม่พร้อมใช้งาน (เป็นสนิม ) ,1,ตรวจพบชิ้นส่วนของอุปกรณ์ป้องกันการตกมีสภาพไม่พร้อมใช้งาน เป็นสนิม ,"Parts of the fall protection device were found to be in unusable, rusty condition."
2244,HOT,F-205A,KEC,Unsafe Condition,Lifting,ใช้อุปกรณ์ช่วยยกไม่เหมาะสม,14,ใช้อุปกรณ์ช่วยยกไม่เหมาะสม,Improper use of lifting equipment
563,Catalyst&Pilot plant,-,-,Unsafe Condition,Hot Work,"ตรวจสอบ JSA พบหัวข้อ 5 5.1 และ 5.2 ประเมินการทำงานไม่ตรงกับหน้างานจริง มีการมุด มีการปีน ลอด
",3,"ตรวจสอบ jsa พบหัวข้อ 5 5.1 และ 5.2 ประเมินการทำงานไม่ตรงกับหน้างานจริง มีการมุด มีการปีน ลอด
","Examine jsa, found topics 5, 5.1 and 5.2, assessing the work that does not match the actual job site, burrowing, climbing under"
75,HDPE2,-,-,Unsafe Condition,Water jet,ประเมิน JSA ไม่ครอบคลุม  มีการลงไปทำงานใต้พื้น Floor และ ทำในตู้ Control แต่ไม่มีการประเมินถึงอันตราย และ มาตรการป้องกัน,2,ประเมิน jsa ไม่ครอบคลุม มีการลงไปทำงานใต้พื้น floor และ ทำในตู้ control แต่ไม่มีการประเมินถึงอันตราย และ มาตรการป้องกัน,"The jsa assessment is not comprehensive, there is work under the floor and in the control cabinet, but there is no assessment of hazards and preventive measures."
795,PP2,-,-,Unsafe Condition,Electrical & Grounding,งานที่ทำคืองานตั้งนั่งร้าน  ไม่ตรงกับงานที่ระบุใน  work permit&JSA. ที่เป็นงานขนย้ายอุปกรณ์,24,งานที่ทำคืองานตั้งนั่งร้าน ไม่ตรงกับงานที่ระบุใน work permit&jsa. ที่เป็นงานขนย้ายอุปกรณ์,The work that is done is setting up scaffolding. Does not match the job specified in the work permit&jsa.
624,PP3,-,-,Unsafe Condition,Chemical Work,ใช้อุปกรณ์(บล๊อกลม) แต่ไม่ได้ประเมินความเสี่ยงใน JSA,6,ใช้อุปกรณ์บล๊อกลม แต่ไม่ได้ประเมินความเสี่ยงใน jsa,Use a wind block device. But it doesn't evaluate the risks in jsa.
643,CPD Pipe Site3,-,-,Unsafe Condition,Water jet,พบอุปกรณ์ไม่ผ่านการตรวจสภาพ และ สลิงสภาพชำรุด,16,พบอุปกรณ์ไม่ผ่านการตรวจสภาพ และ สลิงสภาพชำรุด,Found that the equipment did not pass the inspection and the sling was damaged.
573,Bagging Site3,-,-,Unsafe Condition,Water jet,พบมีการนำน้ำยา WD-40 มาใช้ที่หน้างานและไม่มีการจัดเก็บโดยวางทิ้งไว้บริเวณหน้างานตัด-เจียร,1,พบมีการนำน้ำยา wd-40 มาใช้ที่หน้างานและไม่มีการจัดเก็บโดยวางทิ้งไว้บริเวณหน้างานตัด-เจียร,Found that wd-40 was used at the job site and was not stored by leaving it in the cutting-grinding area.
331,Pilot plant complex,-,-,Unsafe Condition,-,เอกสารCertificate WAH ยังไม่อัพเดทเป็นปัจจุบัน,27,เอกสารcertificate wah ยังไม่อัพเดทเป็นปัจจุบัน,The certificate wah document is not up to date.
644,Catalyst&Pilot plant,-,-,Unsafe Condition,Work at height,ตรวจสอบพบ Grinder กำลังปฏิบัติงานพบไม่สวมใส่ Handle ,8,ตรวจสอบพบ grinder กำลังปฏิบัติงานพบไม่สวมใส่ handle,The grinder was found to be operating. The handle was not worn.
581,Catalyst&Pilot plant,-,-,Unsafe Condition,PPE,ตรวจสอบพบสภาพ Power Plug สายไฟอยู่ในสภาพที่อันตรายปอกสายหลุดออก Plug Grinder ไม่สวมใส่ Handle,1,ตรวจสอบพบสภาพ power plug สายไฟอยู่ในสภาพที่อันตรายปอกสายหลุดออก plug grinder ไม่สวมใส่ handle,"Detect power plug condition, power cable is in dangerous condition, wire stripping, plug grinder, handle is not worn."
583,PP3,-,-,Unsafe Condition,-,การตรวจสอบรายชื่อช่วงบ่ายไม่ได้ลงข้อมูล,1,การตรวจสอบรายชื่อช่วงบ่ายไม่ได้ลงข้อมูล,Afternoon listing check did not post data.
