ID,TagName,Description,Area
8494,TI514A-4B,R-520A 1ST  BED TEMP #4,COLD
8495,TI514A-4C,R-520A 1ST  BED TEMP #4,COLD
8496,TI514A-5A,R-520A 1ST  BED TEMP #5,COLD
8497,TI514A-5B,R-520A 1ST  BED TEMP #5,COLD
8498,TI514A-5C,R-520A 1ST  BED TEMP #5,COLD
8499,TI514A-6A,R-520A 1ST  BED TEMP #6,COLD
8500,TI514A-6B,R-520A 1ST  BED TEMP #6,COLD
8501,TI514A-6C,R-520A 1ST  BED TEMP #6,COLD
8502,TI514A-7A,R-520A 1ST  BED TEMP #7,COLD
8503,TI514A-7B,R-520A 1ST  BED TEMP #7,COLD
8504,TI514A-7C,R-520A 1ST  BED TEMP #7,COLD
8505,TI514A-8A,R-520A 1ST  BED TEMP #8,COLD
8506,TI514A-8B,R-520A 1ST  BED TEMP #8,COLD
8507,TI514A-8C,R-520A 1ST  BED TEMP #8,COLD
8508,TI514A-9A,R-520A 1ST  BED TEMP #9,COLD
8509,TI514A-9B,R-520A 1ST  BED TEMP #9,COLD
8510,TI514A-9C,R-520A 1ST  BED TEMP #9,COLD
8511,TI517A-10A,R-520A 2ND  BED TEMP #10,COLD
8512,TI517A-10B,R-520A 2ND  BED TEMP #10,COLD
8513,TI517A-10C,R-520A 2ND  BED TEMP #10,COLD
8514,TI517A-11A,R-520A 2ND  BED TEMP #11,COLD
8515,TI517A-11B,R-520A 2ND  BED TEMP #11,COLD
8516,TI517A-11C,R-520A 2ND  BED TEMP #11,COLD
8517,TI517A-12A,R-520A 2ND  BED TEMP #12,COLD
8518,TI517A-12B,R-520A 2ND  BED TEMP #12,COLD
8519,TI517A-12C,R-520A 2ND  BED TEMP #12,COLD
8520,TI517A-1A,R-520A 2ND  BED TEMP #1,COLD
8521,TI517A-1B,R-520A 2ND  BED TEMP #1,COLD
8522,TI517A-1C,R-520A 2ND  BED TEMP #1,COLD
8523,TI517A-2A,R-520A 2ND  BED TEMP #2,COLD
8524,TI517A-2B,R-520A 2ND  BED TEMP #2,COLD
8525,TI517A-2C,R-520A 2ND  BED TEMP #2,COLD
8526,TI517A-3A,R-520A 2ND  BED TEMP #3,COLD
8527,TI517A-3B,R-520A 2ND  BED TEMP #3,COLD
8528,TI517A-3C,R-520A 2ND  BED TEMP #3,COLD
8529,TI517A-4A,R-520A 2ND  BED TEMP #4,COLD
8530,TI517A-4B,R-520A 2ND  BED TEMP #4,COLD
8531,TI517A-4C,R-520A 2ND  BED TEMP #4,COLD
8532,TI517A-5A,R-520A 2ND  BED TEMP #5,COLD
8533,TI517A-5B,R-520A 2ND  BED TEMP #5,COLD
8534,TI517A-5C,R-520A 2ND  BED TEMP #5,COLD
8535,TI517A-6A,R-520A 2ND  BED TEMP #6,COLD
8536,TI517A-6B,R-520A 2ND  BED TEMP #6,COLD
8537,TI517A-6C,R-520A 2ND  BED TEMP #6,COLD
8538,TI517A-7A,R-520A 2ND  BED TEMP #7,COLD
8539,TI517A-7B,R-520A 2ND  BED TEMP #7,COLD
8540,TI517A-7C,R-520A 2ND  BED TEMP #7,COLD
8541,TI517A-8A,R-520A 2ND  BED TEMP #8,COLD
8542,TI517A-8B,R-520A 2ND  BED TEMP #8,COLD
8543,TI517A-8C,R-520A 2ND  BED TEMP #8,COLD
8544,TI517A-9A,R-520A 2ND  BED TEMP #9,COLD
8545,TI517A-9B,R-520A 2ND  BED TEMP #9,COLD
8546,TI517A-9C,R-520A 2ND  BED TEMP #9,COLD
8547,TI520A-10A,R-520A 3ND  BED TEMP #10,COLD
8548,TI520A-10B,R-520A 3ND  BED TEMP #10,COLD
8549,TI520A-10C,R-520A 3ND  BED TEMP #10,COLD
8550,TI520A-11A,R-520A 3ND  BED TEMP #11,COLD
8551,TI520A-11B,R-520A 3ND  BED TEMP #11,COLD
8552,TI520A-11C,R-520A 3ND  BED TEMP #11,COLD
8553,TI520A-12A,R-520A 3ND  BED TEMP #12,COLD
8554,TI520A-12B,R-520A 3ND  BED TEMP #12,COLD
8555,TI520A-12C,R-520A 3ND  BED TEMP #12,COLD
8556,TI520A-1A,R-520A 3ND  BED TEMP #1,COLD
8557,TI520A-1B,R-520A 3ND  BED TEMP #1,COLD
8558,TI520A-1C,R-520A 3ND  BED TEMP #1,COLD
8559,TI520A-2A,R-520A 3ND  BED TEMP #2,COLD
8560,TI520A-2B,R-520A 3ND  BED TEMP #2,COLD
8561,TI520A-2C,R-520A 3ND  BED TEMP #2,COLD
8562,TI520A-3A,R-520A 3ND  BED TEMP #3,COLD
8563,TI520A-3B,R-520A 3ND  BED TEMP #3,COLD
8564,TI520A-3C,R-520A 3ND  BED TEMP #3,COLD
8565,TI520A-4A,R-520A 3ND  BED TEMP #4,COLD
8566,TI520A-4B,R-520A 3ND  BED TEMP #4,COLD
8567,TI520A-4C,R-520A 3ND  BED TEMP #4,COLD
8568,TI520A-5A,R-520A 3ND  BED TEMP #5,COLD
8569,TI520A-5B,R-520A 3ND  BED TEMP #5,COLD
8570,TI520A-5C,R-520A 3ND  BED TEMP #5,COLD
8571,TI520A-6A,R-520A 3ND  BED TEMP #6,COLD
8572,TI520A-6B,R-520A 3ND  BED TEMP #6,COLD
8573,TI520A-6C,R-520A 3ND  BED TEMP #6,COLD
8574,TI520A-7A,R-520A 3ND  BED TEMP #7,COLD
8575,TI520A-7B,R-520A 3ND  BED TEMP #7,COLD
8576,TI520A-7C,R-520A 3ND  BED TEMP #7,COLD
8577,TI520A-8A,R-520A 3ND  BED TEMP #8,COLD
8578,TI520A-8B,R-520A 3ND  BED TEMP #8,COLD
8579,TI520A-8C,R-520A 3ND  BED TEMP #8,COLD
8580,TI520A-9A,R-520A 3ND  BED TEMP #9,COLD
8581,TI520A-9B,R-520A 3ND  BED TEMP #9,COLD
8582,TI520A-9C,R-520A 3ND  BED TEMP #9,COLD
8583,TI466A,T-420 BOTTOMTEMP,COLD
8584,TI466B,T-420 BOTTOMTEMP,COLD
8585,TI466C,T-420 BOTTOMTEMP,COLD
8586,TI523A,R-520A 1ST  BED OUTLET,COLD
8587,TI524A,R-520A 1ST  BED OUTLET,COLD
8588,TI525A,R-520A 1ST  BED OUTLET,COLD
8589,TI568A,R-520A 2ND  BED OUTLET,COLD
8590,TI569A,R-520A 2ND  BED OUTLET,COLD
8591,TI570A,R-520A 2ND  BED OUTLET,COLD
8592,TI571A,R-520A 3RD  BED OUTLET,COLD
8593,TI572A,R-520A 3RD  BED OUTLET,COLD
8594,TI573A,R-520A 3RD  BED OUTLET,COLD
8595,XZI518,XV-518 POS  TRANSMITTER,COLD
8596,XZI519,XV-519 POS  TRANSMITTER,COLD
8597,HSPI501A-Z_MOS,T-500 OVHD  PRESSURE,COLD
8598,HSPI501B-Z_MOS,T-500 OVHD  PRESSURE,COLD
8599,HSPI501C-Z_MOS,T-500 OVHD  PRESSURE,COLD
8600,HSPI548_MOS,E-505AB S/S LS-2 INLET,COLD
8601,HSTI579A-Z_MOS,T-500 FEED  TEMP,COLD
8602,HSTI579B-Z_MOS,T-500 FEED  TEMP,COLD
8603,HSTI579C-Z_MOS,T-500 FEED  TEMP,COLD
8604,HSTI514A-10B_MOS,R-520A 1ST  BED TEMP #10,COLD
8605,HSTI514A-10C_MOS,R-520A 1ST  BED TEMP #10,COLD
8606,HSTI514A-11B_MOS,R-520A 1ST  BED TEMP #11,COLD
8607,HSTI514A-11C_MOS,R-520A 1ST  BED TEMP #11,COLD
8608,HSTI514A-12B_MOS,R-520A 1ST  BED TEMP #12,COLD
8609,HSTI514A-12C_MOS,R-520A 1ST  BED TEMP #12,COLD
8610,HSTI514A-1B_MOS,R-520A 1ST  BED TEMP #1,COLD
8611,HSTI514A-1C_MOS,R-520A 1ST  BED TEMP #1,COLD
8612,HSTI514A-2B_MOS,R-520A 1ST  BED TEMP #2,COLD
8613,HSTI514A-2C_MOS,R-520A 1ST  BED TEMP #2,COLD
8614,HSTI514A-3B_MOS,R-520A 1ST  BED TEMP #3,COLD
8615,HSTI514A-3C_MOS,R-520A 1ST  BED TEMP #3,COLD
8616,HSTI514A-4B_MOS,R-520A 1ST  BED TEMP #4,COLD
8617,HSTI514A-4C_MOS,R-520A 1ST  BED TEMP #4,COLD
8618,HSTI514A-5B_MOS,R-520A 1ST  BED TEMP #5,COLD
8619,HSTI514A-5C_MOS,R-520A 1ST  BED TEMP #5,COLD
8620,HSTI514A-6B_MOS,R-520A 1ST  BED TEMP #6,COLD
8621,HSTI514A-6C_MOS,R-520A 1ST  BED TEMP #6,COLD
8622,HSTI514A-7B_MOS,R-520A 1ST  BED TEMP #7,COLD
8623,HSTI514A-7C_MOS,R-520A 1ST  BED TEMP #7,COLD
8624,HSTI514A-8B_MOS,R-520A 1ST  BED TEMP #8,COLD
8625,HSTI514A-8C_MOS,R-520A 1ST  BED TEMP #8,COLD
8626,HSTI514A-9B_MOS,R-520A 1ST  BED TEMP #9,COLD
8627,HSTI514A-9C_MOS,R-520A 1ST  BED TEMP #9,COLD
8628,HSTI517A-10B_MOS,R-520A 2ND  BED TEMP #10,COLD
8629,HSTI517A-10C_MOS,R-520A 2ND  BED TEMP #10,COLD
8630,HSTI517A-11B_MOS,R-520A 2ND  BED TEMP #11,COLD
8631,HSTI517A-11C_MOS,R-520A 2ND  BED TEMP #11,COLD
8632,HSTI517A-12B_MOS,R-520A 2ND  BED TEMP #12,COLD
8633,HSTI517A-12C_MOS,R-520A 2ND  BED TEMP #12,COLD
8634,HSTI517A-1B_MOS,R-520A 2ND  BED TEMP #1,COLD
8635,HSTI517A-1C_MOS,R-520A 2ND  BED TEMP #1,COLD
8636,HSTI517A-2B_MOS,R-520A 2ND  BED TEMP #2,COLD
8637,HSTI517A-2C_MOS,R-520A 2ND  BED TEMP #2,COLD
8638,HSTI517A-3B_MOS,R-520A 2ND  BED TEMP #3,COLD
8639,HSTI517A-3C_MOS,R-520A 2ND  BED TEMP #3,COLD
8640,HSTI517A-4B_MOS,R-520A 2ND  BED TEMP #4,COLD
8641,HSTI517A-4C_MOS,R-520A 2ND  BED TEMP #4,COLD
8642,HSTI517A-5B_MOS,R-520A 2ND  BED TEMP #5,COLD
8643,HSTI517A-5C_MOS,R-520A 2ND  BED TEMP #5,COLD
8644,HSTI517A-6B_MOS,R-520A 2ND  BED TEMP #6,COLD
8645,HSTI517A-6C_MOS,R-520A 2ND  BED TEMP #6,COLD
8646,HSTI517A-7B_MOS,R-520A 2ND  BED TEMP #7,COLD
8647,HSTI517A-7C_MOS,R-520A 2ND  BED TEMP #7,COLD
8648,HSTI517A-8B_MOS,R-520A 2ND  BED TEMP #8,COLD
8649,HSTI517A-8C_MOS,R-520A 2ND  BED TEMP #8,COLD
8650,HSTI517A-9B_MOS,R-520A 2ND  BED TEMP #9,COLD
8651,HSTI520A-10B_MOS,R-520A 3ND  BED TEMP #10,COLD
8652,HSTI520A-10C_MOS,R-520A 3ND  BED TEMP #10,COLD
8653,HSTI520A-11B_MOS,R-520A 3ND  BED TEMP #11,COLD
8654,HSTI520A-11C_MOS,R-520A 3ND  BED TEMP #11,COLD
8655,HSTI520A-12B_MOS,R-520A 3ND  BED TEMP #12,COLD
8656,HSTI520A-12C_MOS,R-520A 3ND  BED TEMP #12,COLD
8657,HSTI520A-1B_MOS,R-520A 3ND  BED TEMP #1,COLD
8658,HSTI520A-1C_MOS,R-520A 3ND  BED TEMP #1,COLD
8659,HSTI520A-2B_MOS,R-520A 3ND  BED TEMP #2,COLD
8660,HSTI520A-2C_MOS,R-520A 3ND  BED TEMP #2,COLD
8661,HSTI520A-3B_MOS,R-520A 3ND  BED TEMP #3,COLD
8662,HSTI520A-3C_MOS,R-520A 3ND  BED TEMP #3,COLD
8663,HSTI520A-4B_MOS,R-520A 3ND  BED TEMP #4,COLD
8664,HSTI520A-4C_MOS,R-520A 3ND  BED TEMP #4,COLD
8665,HSTI520A-5B_MOS,R-520A 3ND  BED TEMP #5,COLD
8666,HSTI520A-5C_MOS,R-520A 3ND  BED TEMP #5,COLD
8667,HSTI520A-6B_MOS,R-520A 3ND  BED TEMP #6,COLD
8668,HSTI520A-6C_MOS,R-520A 3ND  BED TEMP #6,COLD
8669,HSTI520A-7B_MOS,R-520A 3ND  BED TEMP #7,COLD
8670,HSTI520A-7C_MOS,R-520A 3ND  BED TEMP #7,COLD
8671,HSTI520A-8B_MOS,R-520A 3ND  BED TEMP #8,COLD
8672,HSTI520A-8C_MOS,R-520A 3ND  BED TEMP #8,COLD
8673,HSTI520A-9B_MOS,R-520A 3ND  BED TEMP #9,COLD
8674,HSTI520A-9C_MOS,R-520A 3ND  BED TEMP #9,COLD
8675,HSHZOL501_MOS,HV-501 LIMITS/W OPEN,COLD
8676,HSTI466A_MOS,T-420 BOTTOMTEMP,COLD
8677,HSTI466B_MOS,T-420 BOTTOMTEMP,COLD
8678,HSTI466C_MOS,T-420 BOTTOMTEMP,COLD
8679,HSTI514A-10A_MOS,R-520A 1ST  BED TEMP #10,COLD
8680,HSTI514A-11A_MOS,R-520A 1ST  BED TEMP #11,COLD
8681,HSTI514A-12A_MOS,R-520A 1ST  BED TEMP #12,COLD
8682,HSTI514A-1A_MOS,R-520A 1ST  BED TEMP #1,COLD
8683,HSTI514A-2A_MOS,R-520A 1ST  BED TEMP #2,COLD
8684,HSTI514A-3A_MOS,R-520A 1ST  BED TEMP #3,COLD
8685,HSTI514A-4A_MOS,R-520A 1ST  BED TEMP #4,COLD
8686,HSTI514A-5A_MOS,R-520A 1ST  BED TEMP #5,COLD
8687,HSTI514A-6A_MOS,R-520A 1ST  BED TEMP #6,COLD
8688,HSTI514A-7A_MOS,R-520A 1ST  BED TEMP #7,COLD
8689,HSTI514A-8A_MOS,R-520A 1ST  BED TEMP #8,COLD
8690,HSTI514A-9A_MOS,R-520A 1ST  BED TEMP #9,COLD
8691,HSTI517A-10A_MOS,R-520A 2ND  BED TEMP #10,COLD
8692,HSTI517A-11A_MOS,R-520A 2ND  BED TEMP #11,COLD
8693,HSTI517A-12A_MOS,R-520A 2ND  BED TEMP #12,COLD
8694,HSTI517A-1A_MOS,R-520A 2ND  BED TEMP #1,COLD
8695,HSTI517A-2A_MOS,R-520A 2ND  BED TEMP #2,COLD
8696,HSTI517A-3A_MOS,R-520A 2ND  BED TEMP #3,COLD
8697,HSTI517A-4A_MOS,R-520A 2ND  BED TEMP #4,COLD
8698,HSTI517A-5A_MOS,R-520A 2ND  BED TEMP #5,COLD
8699,HSTI517A-6A_MOS,R-520A 2ND  BED TEMP #6,COLD
8700,HSTI517A-7A_MOS,R-520A 2ND  BED TEMP #7,COLD
8701,HSTI517A-8A_MOS,R-520A 2ND  BED TEMP #8,COLD
8702,HSTI517A-9A_MOS,R-520A 2ND  BED TEMP #9,COLD
8703,HSTI517A-9C_MOS,R-520A 2ND  BED TEMP #9,COLD
8704,HSTI520A-10A_MOS,R-520A 3ND  BED TEMP #10,COLD
8705,HSTI520A-11A_MOS,R-520A 3ND  BED TEMP #11,COLD
8706,HSTI520A-12A_MOS,R-520A 3ND  BED TEMP #12,COLD
8707,HSTI520A-1A_MOS,R-520A 3ND  BED TEMP #1,COLD
8708,HSTI520A-2A_MOS,R-520A 3ND  BED TEMP #2,COLD
8709,HSTI520A-3A_MOS,R-520A 3ND  BED TEMP #3,COLD
8710,HSTI520A-4A_MOS,R-520A 3ND  BED TEMP #4,COLD
8711,HSTI520A-5A_MOS,R-520A 3ND  BED TEMP #5,COLD
8712,HSTI520A-6A_MOS,R-520A 3ND  BED TEMP #6,COLD
8713,HSTI520A-7A_MOS,R-520A 3ND  BED TEMP #7,COLD
8714,HSTI520A-8A_MOS,R-520A 3ND  BED TEMP #8,COLD
8715,HSTI520A-9A_MOS,R-520A 3ND  BED TEMP #9,COLD
8716,HSTI523A_MOS,R-520A 1ST  BED OUTLET,COLD
8717,HSTI524A_MOS,R-520A 1ST  BED OUTLET,COLD
8718,HSTI525A_MOS,R-520A 1ST  BED OUTLET,COLD
8719,HSTI568A_MOS,R-520A 2ND  BED OUTLET,COLD
8720,HSTI569A_MOS,R-520A 2ND  BED OUTLET,COLD
8721,HSTI570A_MOS,R-520A 2ND  BED OUTLET,COLD
8722,HSTI571A_MOS,R-520A 3RD  BED OUTLET,COLD
8723,HSTI572A_MOS,R-520A 3RD  BED OUTLET,COLD
8724,HSTI573A_MOS,R-520A 3RD  BED OUTLET,COLD
8725,HSTA514A-10_MOS,R-520A 1ST  TEMP10~12,COLD
8726,HSTA514A-1_MOS,R-520A 1ST  TEMP1~3,COLD
8727,HSTA514A-4_MOS,R-520A 1ST  TEMP4~6,COLD
8728,HSTA514A-7_MOS,R-520A 1ST  TEMP7~9,COLD
8729,HSTA517A-10_MOS,R-520A 2ND  TEMP10~12,COLD
8730,HSTA517A-1_MOS,R-520A 2ND  TEMP1~3,COLD
8731,HSTA517A-4_MOS,R-520A 2ND  TEMP4~6,COLD
8732,HSTA517A-7_MOS,R-520A 2ND  TEMP7~9,COLD
8733,HSTA520A-10_MOS,R-520A 3RD  TEMP10~12,COLD
8734,HSTA520A-1_MOS,R-520A 3RD  TEMP1~3,COLD
8735,HSTA520A-4_MOS,R-520A 3RD  TEMP4~6,COLD
8736,HSTA520A-7_MOS,R-520A 3RD  TEMP7~9,COLD
8737,HSTA523A_MOS,R-520A 1ST  BED OUTLET,COLD
8738,HSTA568A_MOS,R-520A 2ND  BED OUTLET,COLD
8739,HSTA571A_MOS,R-520A 3RD  BED OUTLET,COLD
8740,HSHZOL501-S_MOS,HV-501 LIMITS/W OPEN,COLD
8741,HS500A_MES,C2 REACTOR  MOS ENABLE,COLD
8742,HS500_MES,C2 TRAIN    MOS ENABLE,COLD
8743,HSXV518,SW TO PARTIAL STOKE TEST,COLD
8744,HSI500_RS,I-500 RESET,COLD
8745,HSI502_RS,I-502 RESET,COLD
8746,HSI507_RS,I-507 RESET,COLD
8747,HSPEV501B_RS,PEV501B     RESET,COLD
8748,HSFEV501_RS,FEV501      RESET,COLD
8749,HSFEV502_RS,FEV502      RESET,COLD
8750,HSFEV506_RS,FEV506      RESET,COLD
8751,SCS0320OEN_RS,Output Enabl Command,COLD
8752,XEV518,T-500 FEED,COLD
8753,XEV519,LP STEAM     TO E-505/B,COLD
8754,FEV501_LF,FEV501_LF        FV-501 ,COLD
8755,FEV502_LF,FEV502_LF        FV-502 ,COLD
8756,FEV506_LF,FEV506_LF        FV-506 ,COLD
8757,HZOL501_LF,HZOL501_LF       HV-501 ,COLD
8758,LEV503_LF,LEV503_LF        LV-503 ,COLD
8759,PEV501B_LF,PEV501B_LF       PV-501B,COLD
8760,PAHH501,PAHH501          T-500 O,COLD
8761,TAH514A-10,TAH514A-10       R-520A ,COLD
8762,TAH514A-11,TAH514A-11       R-520A ,COLD
8763,TAH514A-12,TAH514A-12       R-520A ,COLD
8764,TAH514A-1,TAH514A-1        R-520A ,COLD
8765,TAH514A-2,TAH514A-2        R-520A ,COLD
8766,TAH514A-3,TAH514A-3        R-520A ,COLD
8767,TAH514A-4,TAH514A-4        R-520A ,COLD
8768,TAH514A-5,TAH514A-5        R-520A ,COLD
8769,TAH514A-6,TAH514A-6        R-520A ,COLD
8770,TAH514A-7,TAH514A-7        R-520A ,COLD
8771,TAH514A-8,TAH514A-8        R-520A ,COLD
8772,TAH514A-9,TAH514A-9        R-520A ,COLD
8773,TAH517A-10,TAH517A-10       R-520A ,COLD
8774,TAH517A-11,TAH517A-11       R-520A ,COLD
8775,TAH517A-12,TAH517A-12       R-520A ,COLD
8776,TAH517A-1,TAH517A-1        R-520A ,COLD
8777,TAH517A-2,TAH517A-2        R-520A ,COLD
8778,TAH517A-3,TAH517A-3        R-520A ,COLD
8779,TAH517A-4,TAH517A-4        R-520A ,COLD
8780,TAH517A-5,TAH517A-5        R-520A ,COLD
8781,TAH517A-6,TAH517A-6        R-520A ,COLD
8782,TAH517A-7,TAH517A-7        R-520A ,COLD
8783,TAH517A-8,TAH517A-8        R-520A ,COLD
8784,TAH517A-9,TAH517A-9        R-520A ,COLD
8785,TAH520A-10,TAH520A-10       R-520A ,COLD
8786,TAH520A-11,TAH520A-11       R-520A ,COLD
8787,TAH520A-12,TAH520A-12       R-520A ,COLD
8788,TAH520A-1,TAH520A-1        R-520A ,COLD
8789,TAH520A-2,TAH520A-2        R-520A ,COLD
8790,TAH520A-3,TAH520A-3        R-520A ,COLD
8791,TAH520A-4,TAH520A-4        R-520A ,COLD
8792,TAH520A-5,TAH520A-5        R-520A ,COLD
8793,TAH520A-6,TAH520A-6        R-520A ,COLD
8794,TAH520A-7,TAH520A-7        R-520A ,COLD
8795,TAH520A-8,TAH520A-8        R-520A ,COLD
8796,TAH520A-9,TAH520A-9        R-520A ,COLD
8797,TAH523A,TAH523A          R-520A ,COLD
8798,TAH568A,TAH568A          R-520A ,COLD
8799,TAH571A,TAH571A          R-520A ,COLD
8800,TAHH514A-10,TAHH514A-10      R-520A ,COLD
8801,TAHH514A-11,TAHH514A-11      R-520A ,COLD
8802,TAHH514A-12,TAHH514A-12      R-520A ,COLD
8803,TAHH514A-1,TAHH514A-1       R-520A ,COLD
8804,TAHH514A-2,TAHH514A-2       R-520A ,COLD
8805,TAHH514A-3,TAHH514A-3       R-520A ,COLD
8806,TAHH514A-4,TAHH514A-4       R-520A ,COLD
8807,TAHH514A-5,TAHH514A-5       R-520A ,COLD
8808,TAHH514A-6,TAHH514A-6       R-520A ,COLD
8809,TAHH514A-7,TAHH514A-7       R-520A ,COLD
8810,TAHH514A-8,TAHH514A-8       R-520A ,COLD
8811,TAHH514A-9,TAHH514A-9       R-520A ,COLD
8812,TAHH517A-10,TAHH517A-10      R-520A ,COLD
8813,TAHH517A-11,TAHH517A-11      R-520A ,COLD
8814,TAHH517A-12,TAHH517A-12      R-520A ,COLD
8815,TAHH517A-1,TAHH517A-1       R-520A ,COLD
8816,TAHH517A-2,TAHH517A-2       R-520A ,COLD
8817,TAHH517A-3,TAHH517A-3       R-520A ,COLD
8818,TAHH517A-4,TAHH517A-4       R-520A ,COLD
8819,TAHH517A-5,TAHH517A-5       R-520A ,COLD
8820,TAHH517A-6,TAHH517A-6       R-520A ,COLD
8821,TAHH517A-7,TAHH517A-7       R-520A ,COLD
8822,TAHH517A-8,TAHH517A-8       R-520A ,COLD
8823,TAHH517A-9,TAHH517A-9       R-520A ,COLD
8824,TAHH520A-10,TAHH520A-10      R-520A ,COLD
8825,TAHH520A-11,TAHH520A-11      R-520A ,COLD
8826,TAHH520A-12,TAHH520A-12      R-520A ,COLD
8827,TAHH520A-1,TAHH520A-1       R-520A ,COLD
8828,TAHH520A-2,TAHH520A-2       R-520A ,COLD
8829,TAHH520A-3,TAHH520A-3       R-520A ,COLD
8830,TAHH520A-4,TAHH520A-4       R-520A ,COLD
8831,TAHH520A-5,TAHH520A-5       R-520A ,COLD
8832,TAHH520A-6,TAHH520A-6       R-520A ,COLD
8833,TAHH520A-7,TAHH520A-7       R-520A ,COLD
8834,TAHH520A-8,TAHH520A-8       R-520A ,COLD
8835,TAHH520A-9,TAHH520A-9       R-520A ,COLD
8836,TAHH523A,TAHH523A         R-520A ,COLD
8837,TAHH568A,TAHH568A         R-520A ,COLD
8838,TAHH571A,TAHH571A         R-520A ,COLD
8839,TALL466,TALL466          T-420 B,COLD
8840,TALL579,TALL579          T-500 F,COLD
8841,XSP500A_LF,XSP500A_LF       P-500A ,COLD
8842,XSP500B_LF,XSP500B_LF       P-500B ,COLD
8843,XSP505A_LF,XSP505A_LF       P-505A ,COLD
8844,XSP505B_LF,XSP505B_LF       P-505B ,COLD
8845,HZOL-501,HZOL-501         HV-501 ,COLD
8846,PI548_ASO,PI548_ASO        LS-2 I/,COLD
8847,XEV518_LF,XEV518_LF        T-500 F,COLD
8848,XEV519_LF,XEV519_LF        LP STEA,COLD
8849,R520ASD1,R520ASD1         TEMP RE,COLD
8850,R520ASD2,R520ASD2         TEMP RE,COLD
8851,HZOL501_ASO,HZOL501_ASO,COLD
8852,SCS0320ASO,SCS0320ASO,COLD
8853,PAHH548,PAHH548         E-505AB ,COLD
8854,XEV518-S_LF,XEV518-S_LF      T-500 F,COLD
8855,HZOL501-S_LF,HZOL501_LF       HV-501 ,COLD
8856,HZOL-501-S,HZOL-501         HV-501 ,COLD
8857,R520AREG,R-520A BED TEMP REGEN SD,COLD
8858,R520AOUT,R-520A OUTLET TEMP REGEN,COLD
8859,R520AOP_H,R-520A OPER TEMP HIGH SD,COLD
8860,R520AOP_HH,R-520A OPER TEMP HIGH HI,COLD
8861,FEV501,FV-501      PERMIT  CTRL,COLD
8862,FEV502,FV-502      PERMIT  CTRL,COLD
8863,FEV506,FV-506      PERMIT  CTRL,COLD
8864,LEV503,LV-503      PERMIT  CTRL,COLD
8865,PEV501B,PV-501B     PERMIT  CTRL,COLD
8866,XEV518-S,T-500 FEED,COLD
8867,XSP500A,P-500A      STOP COMMAND,COLD
8868,XSP505A,P-505A      STOP COMMAND,COLD
8869,XSP500B,P-500B      STOP COMMAND,COLD
8870,XSP505B,P-505B      STOP COMMAND,COLD
8871,HZOL501-S,HV-501 LIMITS/W OPEN,COLD
8872,HZOL501,HV-501 LIMITS/W OPEN,COLD
8873,PI515,R-520 OUTLETTO E-524S/S,COLD
8874,PI521A-Z,T-540 OVHD  PRESS (ESD),COLD
8875,PI521B-Z,T-540 OVHD  PRESS (ESD),COLD
8876,PI521C-Z,T-540 OVHD  PRESS (ESD),COLD
8877,PI561,E-521 S/S   LS-1 INLET,COLD
8878,TI514B-10A,R-520B 1ST  BED TEMP #10,COLD
8879,TI514B-10B,R-520B 1ST  BED TEMP #10,COLD
8880,TI514B-10C,R-520B 1ST  BED TEMP #10,COLD
8881,TI514B-11A,R-520B 1ST  BED TEMP #11,COLD
8882,TI514B-11B,R-520B 1ST  BED TEMP #11,COLD
8883,TI514B-11C,R-520B 1ST  BED TEMP #11,COLD
8884,TI514B-12A,R-520B 1ST  BED TEMP #12,COLD
8885,TI514B-12B,R-520B 1ST  BED TEMP #12,COLD
8886,TI514B-12C,R-520B 1ST  BED TEMP #12,COLD
8887,TI514B-1A,R-520B 1ST  BED TEMP #1,COLD
8888,TI514B-1B,R-520B 1ST  BED TEMP #1,COLD
8889,TI514B-1C,R-520B 1ST  BED TEMP #1,COLD
8890,TI514B-2A,R-520B 1ST  BED TEMP #2,COLD
8891,TI514B-2B,R-520B 1ST  BED TEMP #2,COLD
8892,TI514B-2C,R-520B 1ST  BED TEMP #2,COLD
8893,TI514B-3A,R-520B 1ST  BED TEMP #3,COLD
8894,TI514B-3B,R-520B 1ST  BED TEMP #3,COLD
8895,TI514B-3C,R-520B 1ST  BED TEMP #3,COLD
8896,TI514B-4A,R-520B 1ST  BED TEMP #4,COLD
8897,TI514B-4B,R-520B 1ST  BED TEMP #4,COLD
8898,TI514B-4C,R-520B 1ST  BED TEMP #4,COLD
8899,TI514B-5A,R-520B 1ST  BED TEMP #5,COLD
8900,TI514B-5B,R-520B 1ST  BED TEMP #5,COLD
8901,TI514B-5C,R-520B 1ST  BED TEMP #5,COLD
8902,TI514B-6A,R-520B 1ST  BED TEMP #6,COLD
8903,TI514B-6B,R-520B 1ST  BED TEMP #6,COLD
8904,TI514B-6C,R-520B 1ST  BED TEMP #6,COLD
8905,TI514B-7A,R-520B 1ST  BED TEMP #7,COLD
8906,TI514B-7B,R-520B 1ST  BED TEMP #7,COLD
8907,TI514B-7C,R-520B 1ST  BED TEMP #7,COLD
8908,TI514B-8A,R-520B 1ST  BED TEMP #8,COLD
8909,TI514B-8B,R-520B 1ST  BED TEMP #8,COLD
8910,TI514B-8C,R-520B 1ST  BED TEMP #8,COLD
8911,TI514B-9A,R-520B 1ST  BED TEMP #9,COLD
